"X1","X2015","X2020","NOGA6","NOGA2.x","NOGA1","Name","DeltaP5b","Wgroup","Cluster","Sektortext","Dienstleistungslevel","Dlnum","Produktionslevel","Owncat","Owncattxt"
"1","7586","5887","11100","1","","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","-""22","","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"2","","","11200","1","","Anbau von Reis","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"3","11199","12455","11300","1","","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","11","3","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"4","","","11400","1","","Anbau von Zuckerrohr","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"5","410","384","11500","1","","Anbau von Tabak","-""6","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"6","13","137","11600","1","","Anbau von Faserpflanzen","954","4","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"7","3759","2133","11900","1","","Anbau von sonstigen einjährigen Pflanzen","-""43","","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"8","10568","10739","12101","1","","Anbau von Wein- und Tafeltrauben","2","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"9","153","61","12102","1","","Weinbau - Kellerei","-""60","","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"10","","","12200","1","","Anbau von tropischen und subtropischen Früchten","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"11","","X","12300","1","","Anbau von Zitrusfrüchten","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"12","3612","3953","12400","1","","Anbau von Kern- und Steinobst","9","3","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"13","1735","1839","12500","1","","Anbau von sonstigem Obst und Nüssen","6","3","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"14","","","12600","1","","Anbau von ölhaltigen Früchten","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"15","","","12700","1","","Anbau von Pflanzen zur Herstellung von Getränken","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"16","205","203","12800","1","","Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke","-""1","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"17","367","300","12900","1","","Anbau sonstiger mehrjähriger Pflanzen","-""18","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"18","1141","924","13000","1","","Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken","-""19","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"19","61861","57596","14100","1","","Haltung von Milchkühen","-""7","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"20","15077","17607","14200","1","","Haltung von anderen Tieren der Rindergattung","17","3","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"21","7085","6786","14300","1","","Haltung von Tieren der Pferdegattung","-""4","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"22","156","153","14400","1","","Haltung von Kameliden","-""2","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"23","6945","6247","14500","1","","Haltung von Schafen und Ziegen","-""10","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"24","5864","5200","14600","1","","Haltung von Schweinen","-""11","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"25","3413","3441","14700","1","","Haltung von Geflügel","1","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"26","884","842","14900","1","","Sonstige Tierhaltung","-""5","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"27","12949","12428","15000","1","","Gemischte Landwirtschaft","-""4","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"28","1351","1840","16100","1","","Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau","36","4","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"29","917","1001","16200","1","","Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung","9","3","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"30","50","108","16300","1","","Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung","116","4","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"31","X","X","16400","1","","Saatgutaufbereitung","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"32","","","17000","1","","Jagd, Fallenstellerei und damit verbundene Tätigkeiten","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"33","3444","2897","21000","2","","Forstwirtschaft","-""16","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"34","","","22000","2","","Holzeinschlag","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"35","8","X","23000","2","","Sammeln von wild wachsenden Produkten (ohne Holz)","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"36","2887","3323","24000","2","","Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag","15","3","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"37","","","31100","3","","Meeresfischerei","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"38","180","176","31200","3","","Süsswasserfischerei","-""2","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"39","X","X","32100","3","","Meeresaquakultur","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"40","255","334","32200","3","","Süsswasseraquakultur","31","4","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"41","","","51000","5","","Steinkohlenbergbau","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"42","","","52000","5","","Braunkohlenbergbau","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"43","","","61000","6","","Gewinnung von Erdöl","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"44","","","62000","6","","Gewinnung von Erdgas","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"45","","","71000","7","","Eisenerzbergbau","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"46","","","72100","7","","Bergbau von Uran- und Thoriumerze","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"47","X","","72900","7","","Sonstiger NE-Metallerzbergbau","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"48","841","683","81100","8","","Gewinnung von Naturwerksteinen und Natursteinen, Kalk- und Gipsstein, Kreide und Schiefer","-""19","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"49","3760","3804","81200","8","","Gewinnung von Kies, Sand, Ton und Kaolin","1","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"50","19","X","89100","8","","Bergbau auf chemische und Düngemittelminerale","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"51","","X","89200","8","","Torfgewinnung","","2","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"52","205","226","89300","8","","Gewinnung von Salz","10","3","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"53","95","88","89900","8","","Gewinnung von Steinen und Erden a. n. g.","-""7","1","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"54","99","77","91000","9","","Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas","-""22","","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"55","14","32","99000","9","","Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden","129","4","x","Primärsektor (Urproduktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"56","5179","3898","101100","10","1","Schlachten (ohne Schlachten von Geflügel)","-""25","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"57","1312","890","101200","10","1","Schlachten von Geflügel","-""32","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"58","10675","9944","101300","10","1","Fleischverarbeitung","-""7","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"59","743","640","102000","10","1","Fischverarbeitung","-""14","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"60","378","434","103100","10","1","Kartoffelverarbeitung","15","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"61","229","295","103200","10","1","Herstellung von Frucht- und Gemüsesäften","29","4","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"62","1678","1891","103900","10","1","Sonstige Verarbeitung von Obst und Gemüse","13","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"63","390","445","104100","10","1","Herstellung von Ölen und Fetten (ohne Margarine u. ä. Nahrungsfette)","14","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"64","61","58","104200","10","1","Herstellung von Margarine u. ä. Nahrungsfetten","-""5","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"65","3637","3312","105101","10","1","Herstellung von Frischmilchprodukten","-""9","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"66","5279","6027","105102","10","1","Herstellung von Käse","14","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"67","908","836","105103","10","1","Sonstige Milchverarbeitung","-""8","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"68","715","616","105200","10","1","Herstellung von Speiseeis","-""14","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"69","1432","1384","106100","10","1","Mahl- und Schälmühlen","-""3","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"70","58","56","106200","10","1","Herstellung von Stärke und Stärkeerzeugnissen","-""3","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"71","25772","24449","107100","10","1","Herstellung von Backwaren (ohne Dauerbackwaren)","-""5","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"72","2306","2280","107200","10","1","Herstellung von Dauerbackwaren","-""1","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"73","859","776","107300","10","1","Herstellung von Teigwaren","-""10","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"74","358","367","108100","10","1","Herstellung von Zucker","3","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"75","5168","5217","108201","10","1","Herstellung von Kakao- und Schokoladeerzeugnissen","1","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"76","1236","1157","108202","10","1","Herstellung von Zuckerwaren","-""6","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"77","2652","3086","108300","10","1","Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz","16","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"78","826","951","108400","10","1","Herstellung von Würzmitteln und Saucen","15","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"79","1081","1467","108500","10","1","Herstellung von Fertiggerichten","36","4","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"80","508","625","108600","10","1","Herstellung von homogenisierten und diätetischen Nahrungsmitteln","23","4","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"81","6817","7269","108900","10","1","Herstellung von sonstigen Nahrungsmitteln a. n. g.","7","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"82","1556","1437","109100","10","1","Herstellung von Futtermitteln für Nutztiere","-""8","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"83","132","200","109200","10","1","Herstellung von Futtermitteln für sonstige Tiere","52","4","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"84","563","613","110100","11","1","Herstellung von Spirituosen","9","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"85","1493","1383","110200","11","1","Herstellung von Traubenwein","-""7","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"86","253","204","110300","11","1","Herstellung von Apfelwein und anderen Fruchtweinen","-""19","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"87","X","4","110400","11","1","Herstellung von Wermutwein und sonstigen aromatisierten Weinen","","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"88","1726","1918","110500","11","1","Herstellung von Bier","11","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"89","X","20","110600","11","1","Herstellung von Malz","","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"90","2058","1960","110700","11","1","Herstellung von Erfrischungsgetränken, Gewinnung natürlicher Mineralwässer","-""5","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"91","2037","2260","120000","12","1","Tabakverarbeitung","11","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"92","190","42","131001","13","1","Baumwollaufbereitung und -spinnerei","-""78","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"93","217","163","131002","13","1","Wollaufbereitung, Streichgarnspinnerei und Kammgarnspinnerei","-""25","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"94","152","99","131003","13","1","Spinnstoffaufbereitung und Spinnerei","-""35","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"95","56","40","131004","13","1","Sonstige Spinnstoffaufbereitung und Spinnerei","-""29","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"96","556","385","132001","13","1","Baumwollweberei","-""31","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"97","6","X","132002","13","1","Streichgarnweberei und Kammgarnweberei","","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"98","1056","952","132003","13","1","Sonstige Weberei","-""10","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"99","1100","998","133000","13","1","Veredlung von Textilien und Bekleidung","-""9","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"100","13","14","139100","13","1","Herstellung von gewirktem und gestricktem Stoff","8","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"101","883","775","139201","13","1","Herstellung von Haus-, Bett- und Tischwäsche","-""12","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"102","389","333","139202","13","1","Herstellung von Bettwaren","-""14","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"103","684","570","139203","13","1","Herstellung von sonstigen konfektionierten Textilwaren (ohne Bekleidung)","-""17","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"104","338","320","139300","13","1","Herstellung von Teppichen","-""5","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"105","184","190","139400","13","1","Herstellung von Seilerwaren","3","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"106","120","135","139500","13","1","Herstellung von Vliesstoff und Erzeugnissen daraus (ohne Bekleidung)","13","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"107","409","322","139600","13","1","Herstellung von technischen Textilien","-""21","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"108","623","404","139901","13","1","Stickerei","-""35","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"109","295","280","139902","13","1","Herstellung von Bändern, Gurten, Posamenten und Schläuchen","-""5","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"110","548","670","139903","13","1","Herstellung von sonstigen Textilwaren a. n. g.","22","4","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"111","38","31","141100","14","1","Herstellung von Lederbekleidung","-""18","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"112","617","544","141200","14","1","Herstellung von Arbeits- und Berufsbekleidung","-""12","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"113","1599","1239","141301","14","1","Herstellung von Herren- und Knabenoberbekleidung","-""23","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"114","694","577","141302","14","1","Herstellung von Damen- und Mädchenoberbekleidung","-""17","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"115","2196","2358","141303","14","1","Herstellung von Oberbekleidung ohne ausgeprägten Schwerpunkt","7","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"116","24","26","141401","14","1","Herstellung von Herren- und Knabenwäsche","8","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"117","10","9","141402","14","1","Herstellung von Damen- und Mädchenwäsche","-""10","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"118","188","152","141403","14","1","Herstellung von Wäsche ohne ausgeprägten Schwerpunkt","-""19","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"119","505","478","141900","14","1","Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.","-""5","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"120","35","20","142000","14","1","Herstellung von Pelzwaren","-""43","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"121","228","216","143100","14","1","Herstellung von Strumpfwaren","-""5","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"122","75","66","143900","14","1","Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff","-""12","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"123","42","31","151100","15","1","Herstellung von Leder und Lederfaserstoff, Zurichtung und Färben von Fellen","-""26","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"124","1268","1213","151200","15","1","Herstellung von Reiseartikeln, Leder- und Sattlerwaren (ohne Herstellung von Lederbekleidung und Sch","-""4","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"125","559","802","152000","15","1","Herstellung von Schuhen","43","4","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"126","2517","2505","161001","16","1","Sägewerke","","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"127","535","565","161002","16","1","Holzhobelwerke und Holzoberflächenbehandlung","6","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"128","62","79","161003","16","1","Holzimprägnierwerke","27","4","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"129","926","887","162100","16","1","Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten","-""4","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"130","561","482","162200","16","1","Herstellung von Parketttafeln","-""14","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"131","8907","8562","162301","16","1","Bauschreinerei, Fenster und Türen","-""4","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"132","23422","22920","162302","16","1","Schreinerarbeiten im Innenausbau","-""2","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"133","1353","1455","162303","16","1","Herstellung von sonstigen vorfabrizierten Holzbausystemen und Fertigteilbauteilen aus Holz","8","3","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"134","1116","984","162400","16","1","Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz","-""12","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"135","767","783","162900","16","1","Herstellung von Holzwaren a. n. g, Kork-, Flecht- und Korbwaren (ohne Möbel)","2","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"136","39","32","171100","17","1","Herstellung von Holz- und Zellstoff","-""18","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"137","1256","932","171200","17","1","Herstellung von Papier, Karton und Pappe","-""26","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"138","4076","3153","172100","17","1","Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe","-""23","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"139","867","849","172200","17","1","Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe","-""2","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"140","908","765","172300","17","1","Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe","-""16","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"141","X","X","172400","17","1","Herstellung von Tapeten","","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"142","1008","738","172900","17","1","Herstellung von sonstigen Waren aus Papier, Karton und Pappe","-""27","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"143","1785","1355","181100","18","1","Drucken von Zeitungen","-""24","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"144","11016","7861","181201","18","1","Offsetdruck","-""29","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"145","1585","1260","181202","18","1","Siebdruck","-""21","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"146","587","470","181203","18","1","Lichtpause- und Reprografiebetriebe","-""20","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"147","2350","1980","181204","18","1","Sonstiges Drucken a. n. g.","-""16","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"148","1643","1465","181301","18","1","Erbringung von druckvorbereitenden Dienstleistungen","-""11","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"149","469","445","181302","18","1","Erbringung von sonstigen druckbezogenen Dienstleistungen a. n. g.","-""5","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"150","1357","845","181400","18","1","Binden von Druckerzeugnissen und damit verbundene Dienstleistungen","-""38","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"151","103","58","182000","18","1","Vervielfältigung von bespielten Ton-, Bild- und Datenträgern","-""44","","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"152","","","191000","19","1","Kokerei","","2","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
"153","787","644","192000","19","1","Mineralölverarbeitung","-""18","1","x","Sekundärsektor (Industrieller Sektor, Produktion)","Keine Dienstleistung","","","x1","Primär/Sekundär"
